id,race_id,state_abbrev,state,office_id,office_name,office_seat_name,cycle,stage,special,party,politician_id,candidate_id,candidate_name,ballot_party,votes,percent,unopposed,winner,alt_result_text,source
5018,8274,"",,587,U.S. House,Generic,2020,general,false,"","",,"","",1064600,0.6882145037515416,,"",Write-in/Scattering/Blank,""
5016,8274,"",,587,U.S. House,Generic,2020,general,false,"",343,13338,Generic Candidate,REP,72440073,46.82914605619054,,false,,""
5015,8274,"",,587,U.S. House,Generic,2020,general,false,"",343,13337,Generic Candidate,DEM,77189994,49.89974959167243,,true,,""
5017,8274,"",,587,U.S. House,Generic,2020,general,false,"","",,"","",3995476,2.5828898483854914,,"",Other,""
13519,8273,"",,587,U.S. House,Generic,2018,general,false,"","",,"","",682942,0.5583740395733421,,"",Write-in/Scattering/Blank,""
13518,8273,"",,587,U.S. House,Generic,2018,general,false,"","",,"","",2626748,2.1476317047438838,,"",Other,""
13516,8273,"",,587,U.S. House,Generic,2018,general,false,"",343,10427,Generic Candidate,DEM,65530746,53.57800129480195,,true,,""
13517,8273,"",,587,U.S. House,Generic,2018,general,false,"",343,10428,Generic Candidate,REP,53468617,43.715992960880826,,false,,""
13513,8272,"",,587,U.S. House,Generic,2016,general,false,"",343,9975,Generic Candidate,REP,66187869,47.54348706236783,,false,,""
13515,8272,"",,587,U.S. House,Generic,2016,general,false,"","",,"","",1374363,0.9872203244600161,,"",Write-in/Scattering/Blank,""
13514,8272,"",,587,U.S. House,Generic,2016,general,false,"","",,"","",4471152,3.211678521722463,,"",Other,""
13512,8272,"",,587,U.S. House,Generic,2016,general,false,"",343,9976,Generic Candidate,DEM,67182044,48.25761409144969,,true,,""
13510,8271,"",,587,U.S. House,Generic,2014,general,false,"","",,"","",2788969,3.4643081616479803,,"",Other,""
13508,8271,"",,587,U.S. House,Generic,2014,general,false,"",343,9973,Generic Candidate,DEM,36095346,44.83570873154481,,false,,""
